property_id,listing_date,property_type,city,neighborhood_tier,zipcode_crime_rate,school_rating,distance_to_downtown_miles,walk_score,bedrooms,bathrooms,square_feet,lot_size_sqft,stories,garage_spaces,year_built,house_age,has_basement,has_pool,overall_condition,kitchen_quality,hvac_condition,roof_condition,renovation_year,years_since_renovation,days_on_market,listing_season,market_trend,interest_rate,has_fireplace,has_patio_deck,has_security_system,hoa_fees,sale_price,high_value_property
PROP_00007111,15-10-2023,Single Family,Denver,Good,0.68,7,0.5,42,5,1,3333,3483,2,2,2006,18,Yes,No,Fair,Premium,New,Needs Replacement,,18,33,Fall,Rising,8.73,Yes,Yes,Yes,0,1012297,Yes
PROP_00007112,19-10-2023,Townhouse,Denver,Good,1.47,10,1.7,54,3,2,2295,16755,2,2,1942,82,Yes,No,Good,Good,Good,Needs Replacement,,82,6,Spring,Declining,5.66,Yes,No,No,0,842298,Yes
PROP_00007113,12-12-2023,Condo,Austin,Good,8.24,9,6.6,43,4,2,2055,9345,2,3,1954,70,Yes,No,Good,Average,Fair,Needs Replacement,,70,7,Summer,Rising,5.9,No,No,No,0,851693,Yes
PROP_00007114,06-10-2023,Condo,Atlanta,Average,2.57,7,2.3,54,3,1,2571,23254,2,0,2022,2,No,No,Fair,Average,New,New,,2,39,Summer,Rising,7.22,Yes,Yes,No,190,905442,Yes
PROP_00007115,16-02-2023,Townhouse,Phoenix,Good,6.61,5,27.9,71,3,3,2021,11549,2,3,1977,47,No,No,Fair,Average,Good,Fair,,47,60,Spring,Stable,5.64,Yes,Yes,Yes,0,643115,No
PROP_00007116,13-03-2023,Single Family,Atlanta,Good,0.97,6,7.6,60,5,2,2830,11957,2,2,1978,46,No,No,Good,Good,Fair,Good,,46,19,Spring,Stable,6.89,No,Yes,Yes,0,859195,Yes
PROP_00007117,25-06-2023,Condo,Phoenix,Developing,14.28,8,4.4,15,1,1,1206,10176,3,1,1999,25,No,Yes,Excellent,Basic,Good,Good,,25,65,Summer,Rising,5.88,Yes,Yes,Yes,199,573350,No
PROP_00007118,03-12-2023,Single Family,Phoenix,Average,6.57,10,16.5,38,5,3,2525,1000,1,2,1965,59,No,Yes,Fair,Basic,Fair,Good,2010,14,26,Fall,Rising,6.66,Yes,Yes,No,161,832708,Yes
PROP_00007119,15-11-2023,Single Family,Phoenix,Good,2.55,8,11.7,58,5,2.5,3032,1000,1,2,1948,76,No,No,Fair,Good,New,Needs Replacement,,76,19,Spring,Rising,6.65,No,No,No,411,714612,No
PROP_00007120,17-06-2023,Townhouse,Seattle,Good,0.8,7,13.2,69,2,2,1166,8877,1,2,1989,35,Yes,No,Good,Good,Fair,Good,,35,32,Spring,Declining,6.96,Yes,Yes,No,0,724936,No
PROP_00007121,05-06-2023,Single Family,Seattle,Good,0.31,10,9.9,63,3,2,1933,7950,1,2,1943,81,No,No,Good,Basic,Good,New,,21,7,Summer,Rising,7.5,No,Yes,Yes,,773951,No
PROP_00007122,09-02-2023,Single Family,Seattle,Average,6.8,8,9.5,62,3,3,1369,12305,2,3,1948,76,No,No,Good,Good,Good,Good,,76,7,Summer,Stable,6.17,No,No,No,194,656317,No
PROP_00007123,16-12-2023,Single Family,Austin,Premium,0.65,5,2.5,21,4,2,2249,10196,1,1,1980,44,No,No,Fair,Average,Good,Fair,,1,32,Spring,Stable,6.31,Yes,Yes,Yes,451,954936,Yes
PROP_00007124,02-01-2023,Condo,Atlanta,Average,2.43,7,17.9,62,4,1.5,2398,5394,1,0,1968,56,Yes,Yes,Fair,Average,Good,Good,2016,8,105,Fall,Declining,7.42,Yes,Yes,Yes,0,559820,No
PROP_00007125,12-10-2023,Single Family,Phoenix,Developing,1.6,9,11.7,48,3,1,1642,1000,1,2,2002,22,Yes,No,Fair,Premium,Fair,Good,,22,42,Spring,Declining,8.47,Yes,Yes,Yes,,582034,No
PROP_00007126,02-02-2023,Single Family,Seattle,Average,3.6,7,12.6,46,3,1,1874,1000,3,0,1970,54,No,No,Excellent,Basic,New,Fair,,54,36,Spring,Stable,6.78,Yes,Yes,No,0,730346,No
PROP_00007127,09-05-2023,Single Family,Seattle,Average,0.56,6,22.1,47,5,2.5,2608,7828,1,2,2000,24,No,No,Fair,Average,Fair,Good,,24,16,Spring,Stable,6.25,No,Yes,No,237,947211,Yes
PROP_00007128,05-01-2023,Condo,Seattle,Average,0.78,7,0.5,37,3,3,1969,1000,1,2,1947,77,No,Yes,Fair,Good,Good,Good,2012,12,60,Winter,Declining,5.92,Yes,No,No,0,611216,No
PROP_00007129,06-12-2023,Single Family,Seattle,Premium,0.92,5,0.6,81,4,2.5,2163,49051,2,1,1996,28,No,No,Good,Premium,Good,Good,2008,16,9,Summer,Rising,7.39,No,No,No,358,1209937,Yes
PROP_00007130,28-12-2023,Townhouse,Denver,Premium,1.14,7,1.9,57,3,2,2187,4873,1,2,2021,3,Yes,Yes,Good,Average,Fair,New,,3,20,Fall,Rising,6.51,Yes,No,Yes,0,982349,Yes
PROP_00007131,02-09-2023,Multi-Family,Phoenix,Average,0.9,7,4.1,38,4,2,2471,2563,3,2,1967,57,No,No,Good,Average,New,Fair,,57,32,Summer,Rising,6.7,Yes,Yes,No,0,636705,No
PROP_00007132,18-08-2023,Condo,Seattle,Good,0.12,7,11.4,10,6,2.5,3484,22450,2,2,1987,37,No,No,Good,Average,Good,Fair,,37,4,Summer,Rising,6.07,Yes,Yes,No,0,1161413,Yes
PROP_00007133,23-07-2023,Condo,Austin,Developing,4.84,8,0.5,66,3,2,1923,1000,2,3,1970,54,Yes,Yes,Good,Good,Fair,Good,,54,7,Spring,Stable,6.32,Yes,Yes,No,104,680078,No
PROP_00007134,25-10-2023,Single Family,Seattle,Average,5.13,5,5.5,16,2,1,1449,5654,1,1,1975,49,Yes,No,Excellent,Good,Good,Fair,2012,12,11,Spring,Declining,4.33,No,Yes,No,0,615029,No
PROP_00007135,21-10-2023,Condo,Atlanta,Premium,0.13,5,21.5,70,2,2,1563,3892,2,2,1999,25,No,Yes,Poor,Good,Good,Good,,25,38,Summer,Stable,5.85,No,No,Yes,0,769666,No
PROP_00007136,01-09-2023,Condo,Denver,Average,2.82,5,32.2,34,6,2.5,3385,1048,2,1,2019,5,No,No,Good,Good,New,Fair,,5,60,Fall,Declining,6.9,No,Yes,No,240,1055665,Yes
PROP_00007137,06-09-2023,Multi-Family,Austin,Developing,2.18,7,0.7,82,2,1,,2149,1,3,1973,51,No,No,Good,Premium,New,New,2014,10,21,Summer,Rising,6.62,Yes,Yes,No,145,445861,No
PROP_00007138,27-07-2023,Single Family,Phoenix,Developing,1.75,8,27.1,69,2,2,1576,14663,1,0,1994,30,No,No,Fair,Good,Old,New,2015,9,1,Summer,Stable,6.79,Yes,Yes,No,207,678091,No
PROP_00007139,15-06-2023,Condo,Denver,Good,5.42,5,6.9,60,3,2,2474,3732,1,3,1995,29,Yes,No,Good,Average,Good,Fair,,29,18,Fall,Stable,5.64,Yes,Yes,No,316,843677,Yes
PROP_00007140,10-10-2023,Single Family,Austin,Developing,6.39,10,9.7,37,4,2,2291,4189,1,3,2004,20,No,Yes,Fair,Good,Good,Good,2009,15,11,Summer,Stable,6.79,Yes,Yes,No,0,845204,Yes
PROP_00007141,21-04-2023,Single Family,Seattle,Average,0.61,8,8.4,59,4,3.5,2091,7145,1,2,1986,38,No,No,Good,Average,Good,New,2021,3,17,Summer,Rising,5.86,No,Yes,No,284,949774,Yes
PROP_00007142,06-12-2023,Townhouse,Austin,Good,5.12,5,4.1,34,6,2,3516,1884,2,0,1953,71,Yes,No,Good,Average,Old,Good,,71,5,Summer,Rising,7.24,Yes,Yes,Yes,0,951454,Yes
PROP_00007143,23-03-2023,Single Family,Phoenix,Average,8.53,7,13.9,37,4,3.5,2123,3456,2,2,2004,20,No,No,Excellent,Average,New,New,,20,130,Summer,Rising,5.93,Yes,No,No,0,846474,Yes
PROP_00007144,30-04-2023,Single Family,Phoenix,Premium,13.74,9,10.2,31,4,2,2780,1494,2,0,1948,76,No,No,Good,Average,Good,Needs Replacement,,76,43,Spring,Rising,7.34,Yes,Yes,Yes,0,809883,Yes
PROP_00007145,07-10-2023,Single Family,Seattle,Average,1.84,6,9.4,46,3,2.5,,1000,2,1,1993,31,No,No,Poor,Good,Good,Needs Replacement,2018,6,2,Spring,Stable,6.88,Yes,No,No,0,628717,No
PROP_00007146,12-06-2023,Townhouse,Seattle,Average,4.08,9,1.1,49,5,3,2815,15417,2,1,2002,22,No,No,Good,Good,Old,Fair,,22,34,Winter,Stable,6.22,Yes,No,No,0,1113383,Yes
PROP_00007147,27-04-2023,Condo,Seattle,Average,3.41,9,28.8,49,3,3,1808,11065,2,2,2014,10,No,No,Fair,Good,Good,Good,,10,34,Spring,Stable,6.35,Yes,Yes,No,0,859949,Yes
PROP_00007148,21-11-2023,Single Family,Seattle,Good,1.48,7,1.4,57,4,2.5,2610,1855,2,1,1997,27,No,No,Excellent,Good,Good,Needs Replacement,,27,15,Summer,Stable,5.71,Yes,Yes,No,,954454,Yes
PROP_00007149,22-10-2023,Condo,Phoenix,Good,1.08,6,17.1,64,4,3,2279,3479,2,2,1989,35,Yes,No,Fair,Premium,New,Needs Replacement,,35,28,Summer,Stable,4.51,No,Yes,No,0,771812,No
PROP_00007150,07-06-2023,Single Family,Seattle,Average,10.61,7,10.9,54,3,3,2386,3264,2,2,1959,65,Yes,No,Fair,Good,Old,Good,2015,9,28,Fall,Rising,5.88,Yes,No,No,353,718882,No
PROP_00007151,12-12-2023,Condo,Austin,Average,1.41,8,0.5,23,4,2,2309,16835,3,2,2020,4,Yes,No,Poor,Good,New,New,,4,5,Summer,Stable,6.12,Yes,Yes,No,211,930108,Yes
PROP_00007152,19-12-2023,Single Family,Phoenix,Good,14.69,10,2.5,92,5,3,3077,1000,1,2,2019,5,No,No,Good,Average,Fair,Good,2016,8,10,Summer,Rising,5.04,No,Yes,No,212,1077683,Yes
PROP_00007153,06-07-2023,Single Family,Atlanta,Good,1.69,8,10.4,42,2,2,,4478,2,0,1959,65,Yes,No,Fair,Average,New,Good,,65,10,Fall,Rising,7.08,No,No,No,174,584462,No
PROP_00007154,09-06-2023,Townhouse,Phoenix,Good,0.58,5,9,100,2,2.5,,3588,2,1,1989,35,No,Yes,Fair,Good,Good,New,,35,63,Spring,Rising,5.47,No,No,Yes,0,598709,No
PROP_00007155,11-06-2023,Townhouse,Seattle,Average,7.18,8,4.4,37,4,2,2220,1582,2,2,1956,68,No,No,Fair,Basic,Good,Fair,2003,21,41,Spring,Rising,6.38,Yes,No,No,344,693437,No
PROP_00007156,11-09-2023,Townhouse,Phoenix,Good,2.18,6,8,79,6,1,2654,32862,1,0,1998,26,No,No,Fair,Good,Good,Fair,,26,12,Summer,Stable,6.68,Yes,Yes,No,0,955530,Yes
PROP_00007157,27-08-2023,Condo,Denver,Average,2.93,5,24.9,68,4,1,2704,4363,1,0,2005,19,Yes,No,Good,Premium,Good,Needs Replacement,,19,28,Winter,Stable,6.46,Yes,Yes,Yes,0,861633,Yes
PROP_00007158,16-09-2023,Condo,Denver,Good,3.52,4,3,63,4,2,2936,3759,2,3,2011,13,No,No,Poor,Premium,Fair,Good,2022,2,4,Summer,Stable,6.48,Yes,Yes,No,0,914914,Yes
PROP_00007159,19-01-2023,Condo,Phoenix,Average,8.37,8,0.9,93,5,3,,1000,1,2,1985,39,No,No,Good,Average,Good,Good,2020,4,17,Winter,Stable,7.16,Yes,Yes,Yes,148,812639,Yes
PROP_00007160,25-07-2023,Single Family,Atlanta,Average,1.46,7,11.9,55,5,4,,18860,2,2,1988,36,No,No,Fair,Good,Good,Good,2011,13,28,Winter,Stable,6.84,Yes,Yes,Yes,149,1010237,Yes
PROP_00007161,19-07-2023,Single Family,Atlanta,Average,5.2,5,15.5,52,3,1,2106,4841,2,2,2016,8,No,No,Good,Average,Good,New,,8,34,Winter,Rising,5.04,Yes,Yes,No,153,599611,No
PROP_00007162,30-07-2023,Townhouse,Austin,Good,5.31,7,4.3,57,4,1.5,2917,13301,2,3,1955,69,No,No,Fair,Basic,Old,New,,69,44,Summer,Stable,5.8,Yes,No,No,0,879890,Yes
PROP_00007163,24-02-2023,Single Family,Phoenix,Good,2.18,8,12.7,63,4,2,2121,2227,1,2,1944,80,No,Yes,Fair,Average,New,Good,2008,16,36,Spring,Rising,6.89,No,Yes,No,196,671385,No
PROP_00007164,19-06-2023,Condo,Austin,Good,5.94,10,9,25,5,2,,4442,2,2,1965,59,No,No,Fair,Good,Good,Good,,59,1,Fall,Declining,5.42,No,Yes,Yes,0,862047,Yes
PROP_00007165,06-03-2023,Single Family,Seattle,Average,0.42,7,22.7,31,3,3.5,1767,8110,1,2,2008,16,Yes,No,Good,Average,Good,Good,,16,36,Winter,Rising,5.69,No,Yes,Yes,163,875420,Yes
PROP_00007166,26-04-2023,Single Family,Austin,Premium,6.4,7,0.5,71,3,2.5,1949,8565,1,3,1954,70,No,No,Excellent,Premium,New,Fair,,70,70,Winter,Stable,6.84,Yes,No,Yes,262,799785,Yes
PROP_00007167,22-01-2023,Single Family,Seattle,Premium,1.3,6,0.5,35,4,1,2257,1000,1,1,2020,4,No,Yes,Good,Basic,Good,Fair,2000,24,43,Spring,Declining,5.36,No,Yes,No,166,957668,Yes
PROP_00007168,03-03-2023,Single Family,Denver,Good,0.81,7,28.1,16,3,3,2146,17393,1,2,1995,29,No,Yes,Fair,Average,Fair,New,,29,48,Spring,Stable,8.71,Yes,Yes,No,0,926128,Yes
PROP_00007169,07-06-2023,Townhouse,Denver,Premium,0.16,6,2.3,42,4,2,2883,41116,2,2,2019,5,No,No,Good,Good,Good,Fair,2009,15,7,Fall,Rising,6.1,No,Yes,Yes,0,1199178,Yes
PROP_00007170,19-06-2023,Townhouse,Seattle,Average,1.27,10,14.1,43,6,1,3130,3437,2,3,1962,62,Yes,No,Excellent,Good,Fair,Needs Replacement,2010,14,8,Spring,Rising,5.91,Yes,No,No,193,1057888,Yes
PROP_00007171,30-01-2023,Single Family,Austin,Average,1.68,8,0.9,84,2,3,1454,13700,2,3,1955,69,No,No,Fair,Good,Good,Fair,2003,21,19,Summer,Stable,5.2,No,Yes,No,0,580552,No
PROP_00007172,16-05-2023,Single Family,Atlanta,Developing,2.19,8,1,58,3,3,2410,8402,1,1,1948,76,No,No,Good,Average,Good,Fair,2005,19,6,Summer,Stable,5.29,No,No,Yes,0,588429,No
PROP_00007173,28-02-2023,Townhouse,Denver,Average,1.39,4,8.4,57,4,2,2269,2687,2,2,1997,27,Yes,No,Good,Good,Good,Good,2023,1,8,Winter,Rising,5.71,No,Yes,No,0,731419,No
PROP_00007174,20-12-2023,Single Family,Seattle,Premium,2.23,9,31.1,58,3,2.5,2131,2042,1,0,1978,46,Yes,No,Fair,Average,Old,Good,,46,11,Fall,Declining,6.34,Yes,No,No,0,917038,Yes
PROP_00007175,31-12-2023,Townhouse,Denver,Developing,9.96,9,7,66,5,1.5,2188,7085,2,2,1981,43,No,No,Poor,Average,Old,Good,,43,110,Fall,Stable,7.85,Yes,Yes,No,0,691984,No
PROP_00007176,18-04-2023,Townhouse,Denver,Average,1.9,9,0.5,26,3,3.5,,4468,2,0,1989,35,No,No,Fair,Premium,Good,Needs Replacement,,35,16,Summer,Rising,7.27,No,No,No,0,892567,Yes
PROP_00007177,24-09-2023,Single Family,Phoenix,Good,0.21,6,3.3,10,4,2.5,2680,6858,1,1,2005,19,Yes,Yes,Fair,Good,New,Needs Replacement,,19,43,Summer,Stable,5.88,No,Yes,No,321,834941,Yes
PROP_00007178,27-05-2023,Condo,Seattle,Average,4.96,9,13.9,77,3,2.5,2058,1115,2,3,2013,11,No,No,Fair,Average,Fair,Good,2015,9,13,Spring,Rising,6.46,Yes,Yes,No,0,780770,Yes
PROP_00007179,26-07-2023,Single Family,Seattle,Good,7.91,7,6.1,40,4,1.5,2205,33399,2,0,1953,71,No,No,Good,Average,Old,Good,2003,21,3,Winter,Stable,7.46,No,Yes,Yes,216,790719,Yes
PROP_00007180,25-03-2023,Condo,Atlanta,Good,2.82,7,22.4,36,3,3,2266,3727,1,0,1961,63,Yes,No,Excellent,Average,Fair,Fair,2014,10,25,Spring,Declining,5.32,No,Yes,Yes,,682384,No
PROP_00007181,14-10-2023,Single Family,Phoenix,Average,5.32,9,3.8,74,4,4,1983,7777,1,1,2009,15,Yes,No,Fair,Premium,Good,Good,2002,22,28,Spring,Stable,5.83,Yes,Yes,No,350,935489,Yes
PROP_00007182,12-08-2023,Single Family,Austin,Developing,10.6,5,15.1,37,4,1.5,2656,2889,3,1,2013,11,No,No,Good,Good,Good,New,,11,60,Spring,Stable,6.05,No,Yes,No,0,822960,Yes
PROP_00007183,12-10-2023,Condo,Phoenix,Good,6.04,6,33.2,45,3,1,1914,4183,3,2,1980,44,No,No,Good,Good,Old,Good,,44,59,Summer,Stable,5.9,No,Yes,Yes,0,544521,No
PROP_00007184,16-06-2023,Condo,Atlanta,Developing,2.13,7,11.3,46,4,2,2480,4864,2,3,1992,32,No,No,Good,Average,New,Good,,32,92,Summer,Declining,6.96,No,Yes,Yes,0,712126,No
PROP_00007185,07-01-2023,Single Family,Seattle,Good,4.46,8,11.9,49,5,3.5,2743,15256,2,1,1997,27,Yes,No,Excellent,Average,Good,Fair,,27,41,Summer,Rising,5.18,No,Yes,Yes,0,1105428,Yes
PROP_00007186,08-03-2023,Condo,Seattle,Average,0.13,8,12,94,3,1,2472,6153,2,0,2005,19,Yes,No,Poor,Premium,Good,Fair,2000,24,99,Fall,Declining,5.98,Yes,Yes,No,0,835261,Yes
PROP_00007187,10-05-2023,Condo,Phoenix,Average,0.32,6,5.9,63,2,1.5,1948,8579,2,2,2019,5,No,No,Good,Basic,Good,Fair,,5,25,Summer,Stable,6.38,No,No,Yes,0,672857,No
PROP_00007188,07-11-2023,Single Family,Atlanta,Good,0.15,8,1.2,45,4,2.5,2159,37768,1,2,1973,51,No,No,Good,Good,Good,Fair,,51,92,Spring,Rising,7.29,Yes,No,No,0,898834,Yes
PROP_00007189,07-06-2023,Single Family,Atlanta,Average,0.34,5,14.6,85,5,2,2421,1000,3,0,2009,15,No,Yes,Fair,Good,Fair,New,2020,4,20,Fall,Stable,5.43,No,Yes,No,0,866056,Yes
PROP_00007190,08-02-2023,Single Family,Atlanta,Average,0.66,7,6,43,2,2,1349,4797,2,2,2016,8,Yes,No,Fair,Basic,Fair,Good,2004,20,28,Spring,Rising,6.34,No,Yes,Yes,0,518282,No
PROP_00007191,04-11-2023,Condo,Denver,Average,2.82,7,7.4,54,2,2,2024,6871,2,0,2000,24,No,No,Good,Good,Good,Good,2003,21,41,Summer,Stable,6.56,Yes,Yes,Yes,586,665368,No
PROP_00007192,07-01-2023,Condo,Austin,Premium,0.7,8,5.1,72,2,3,,8544,3,1,2023,1,No,No,Good,Average,Good,Good,,1,38,Winter,Stable,7.24,Yes,Yes,No,466,949053,Yes
PROP_00007193,06-01-2023,Single Family,Austin,Premium,1.11,8,21,65,2,1.5,1979,45717,2,0,1986,38,Yes,Yes,Good,Basic,Fair,Fair,,38,5,Fall,Rising,7.62,No,Yes,No,214,1052497,Yes
PROP_00007194,29-10-2023,Single Family,Seattle,Average,6.95,7,4.2,33,1,2.5,1313,1439,2,2,1965,59,No,Yes,Fair,Basic,Fair,New,2009,15,12,Spring,Declining,7.1,No,No,Yes,,441733,No
PROP_00007195,05-06-2023,Single Family,Atlanta,Average,2.09,6,2.1,42,5,1.5,2494,11527,2,2,1977,47,No,No,Excellent,Good,Good,Good,,47,9,Winter,Rising,7.24,Yes,No,No,346,723190,No
PROP_00007196,15-01-2023,Condo,Phoenix,Average,2.23,6,20.5,60,4,1.5,2455,2717,2,2,2005,19,No,No,Good,Basic,Fair,Good,2019,5,26,Summer,Rising,5.57,No,Yes,No,375,735370,No
PROP_00007197,09-05-2023,Single Family,Denver,Average,10.11,5,2.1,56,3,3,2322,9430,2,3,1949,75,No,Yes,Good,Average,Good,Good,2010,14,9,Spring,Rising,6.8,No,No,No,0,654705,No
PROP_00007198,12-04-2023,Single Family,Austin,Good,1.51,7,25.6,63,4,2.5,2847,7991,2,3,1986,38,Yes,No,Fair,Average,Good,Fair,,38,2,Winter,Declining,4.51,Yes,No,No,177,835424,Yes
PROP_00007199,21-01-2023,Single Family,Atlanta,Good,1.54,7,0.5,60,3,2,1664,6672,1,2,2003,21,No,No,Fair,Good,Good,Fair,,21,136,Spring,Rising,5.84,Yes,Yes,No,0,697967,No
PROP_00007200,12-01-2023,Townhouse,Austin,Good,3.18,7,5.6,66,3,2.5,2392,6338,2,2,1944,80,No,No,Poor,Good,Fair,Needs Replacement,,14,17,Spring,Stable,7.47,Yes,No,No,0,644562,No
PROP_00007201,10-03-2023,Townhouse,Denver,Average,1.51,6,0.5,89,4,3,,11247,2,0,1949,75,Yes,No,Good,Good,New,Fair,,75,9,Fall,Rising,5.55,Yes,No,No,273,786910,Yes
PROP_00007202,04-02-2023,Condo,Denver,Good,3.55,7,15.5,48,2,1.5,1421,1000,2,2,1976,48,No,No,Fair,Average,Good,Good,2018,6,58,Summer,Rising,6.03,Yes,No,No,0,472673,No
PROP_00007203,05-05-2023,Townhouse,Austin,Premium,1.11,7,3.3,79,3,1.5,1839,15043,2,2,2020,4,Yes,No,Excellent,Average,Good,New,,4,4,Spring,Rising,6.07,Yes,No,Yes,286,994514,Yes
PROP_00007204,19-12-2023,Single Family,Atlanta,Average,0.07,7,17.7,51,3,4,2322,2473,2,1,1972,52,Yes,No,Good,Basic,Good,Needs Replacement,,52,38,Summer,Stable,6.41,Yes,Yes,Yes,0,811758,Yes
PROP_00007205,07-06-2023,Condo,Atlanta,Average,0.2,6,3.6,62,2,3,1922,2050,2,2,1995,29,No,No,Good,Good,Fair,Good,,29,1,Fall,Stable,7.12,Yes,Yes,Yes,0,687935,No
PROP_00007206,11-06-2023,Single Family,Denver,Good,1.75,7,32.3,20,2,3,1779,4301,1,1,1973,51,No,No,Fair,Basic,Good,Needs Replacement,,51,6,Summer,Rising,5.71,Yes,Yes,Yes,,726085,No
PROP_00007207,22-06-2023,Single Family,Phoenix,Developing,8.97,5,0.5,43,4,2,2309,30736,1,1,1999,25,No,Yes,Good,Average,Fair,Fair,2003,21,28,Spring,Declining,6.25,Yes,Yes,No,0,956773,Yes
PROP_00007208,06-08-2023,Single Family,Seattle,Average,2.52,7,14.8,58,3,2,1862,6172,1,2,1989,35,Yes,Yes,Good,Average,Fair,Good,2007,17,15,Summer,Declining,7.55,Yes,Yes,Yes,234,806557,Yes
PROP_00007209,30-04-2023,Single Family,Seattle,Developing,2.16,7,1.7,73,2,2,1836,1309,2,2,1962,62,No,No,Good,Average,Good,Needs Replacement,,62,10,Fall,Stable,6.9,No,No,No,0,512910,No
PROP_00007210,30-03-2023,Single Family,Austin,Premium,3.13,8,10.2,55,2,3.5,2186,1736,2,1,1981,43,No,No,Good,Average,Good,Good,,43,62,Winter,Rising,6.9,Yes,No,No,320,956043,Yes
PROP_00007211,10-07-2023,Single Family,Austin,Good,1.97,7,2.9,53,3,3,1509,11945,2,2,1966,58,Yes,Yes,Fair,Premium,Fair,Good,2003,21,10,Fall,Stable,5.81,No,Yes,Yes,381,725888,No
PROP_00007212,19-06-2023,Condo,Phoenix,Good,4.72,5,4.2,68,2,2.5,1796,1938,2,2,1974,50,No,Yes,Good,Good,Good,New,,50,5,Spring,Declining,7.06,Yes,Yes,No,0,595153,No
PROP_00007213,06-07-2023,Condo,Denver,Good,0.86,9,8.6,93,4,1.5,2809,3331,2,2,1940,84,No,No,Fair,Good,New,Good,2004,20,47,Fall,Stable,5,Yes,Yes,No,356,783853,Yes
PROP_00007214,03-05-2023,Multi-Family,Phoenix,Good,0.27,8,18.2,55,4,4,2319,5242,2,1,1942,82,No,No,Fair,Average,Old,Fair,,82,22,Summer,Stable,4.28,No,Yes,No,0,631707,No
PROP_00007215,07-03-2023,Single Family,Austin,Average,4.68,7,10.8,43,2,1.5,1669,1273,2,2,1956,68,No,No,Good,Good,Good,New,2002,22,23,Spring,Rising,6.97,Yes,No,Yes,0,628902,No
PROP_00007216,12-03-2023,Townhouse,Austin,Premium,4.26,7,0.6,62,4,3,2297,22002,2,2,2009,15,No,No,Good,Average,Good,Needs Replacement,2014,10,8,Summer,Stable,6.46,No,Yes,No,240,1108798,Yes
PROP_00007217,05-03-2023,Single Family,Atlanta,Average,8.96,7,1.1,20,4,1.5,1901,30096,2,1,1982,42,No,Yes,Fair,Average,Good,Good,2007,17,13,Summer,Rising,5.77,No,Yes,No,0,726076,No
PROP_00007218,10-06-2023,Condo,Atlanta,Average,0.25,5,1.8,47,3,3,2433,1000,2,3,1978,46,No,No,Good,Basic,Good,New,,46,41,Summer,Rising,6.04,No,Yes,Yes,0,711771,No
PROP_00007219,21-03-2023,Single Family,Seattle,Average,1.02,7,17.4,42,3,3,2416,3888,2,0,1993,31,No,No,Good,Premium,Fair,Good,2009,15,20,Winter,Stable,7.3,Yes,Yes,Yes,0,834765,Yes
PROP_00007220,23-02-2023,Multi-Family,Austin,Average,5.23,7,22,46,4,2,2447,7479,2,2,2013,11,No,No,Excellent,Good,Good,Needs Replacement,2019,5,3,Winter,Stable,6.98,Yes,No,No,0,917543,Yes
PROP_00007221,10-02-2023,Single Family,Austin,Good,0.24,7,3.9,53,5,2.5,2507,1000,2,2,2022,2,Yes,No,Good,Average,Old,New,2005,19,2,Winter,Stable,6.97,Yes,Yes,Yes,0,1096026,Yes
PROP_00007222,19-04-2023,Townhouse,Austin,Average,8.89,8,9.3,36,2,2.5,1461,9588,2,2,1977,47,No,No,Fair,Average,Fair,Good,,47,49,Spring,Stable,6.53,No,No,No,0,684878,No
PROP_00007223,25-08-2023,Condo,Atlanta,Good,0.79,7,33.4,46,4,2.5,2242,8734,2,1,1945,79,Yes,No,Fair,Premium,Fair,New,2021,3,119,Spring,Rising,7.69,No,No,No,425,740918,No
PROP_00007224,21-09-2023,Townhouse,Denver,Good,7.39,9,3.9,53,3,1.5,2246,14670,1,2,2009,15,Yes,No,Fair,Good,Good,Good,2016,8,19,Winter,Declining,7.04,Yes,Yes,Yes,0,865167,Yes
PROP_00007225,05-04-2023,Condo,Denver,Good,1.19,6,13.4,73,4,2.5,2147,2520,2,3,1958,66,Yes,No,Good,Good,Fair,Needs Replacement,2012,12,30,Summer,Rising,6.33,Yes,Yes,Yes,0,738534,No
PROP_00007226,15-12-2023,Condo,Seattle,Average,1.93,7,1.2,48,4,1.5,2037,3452,1,2,1967,57,No,Yes,Good,Average,Fair,Good,,57,38,Summer,Rising,6.23,No,No,No,0,794715,Yes
PROP_00007227,07-07-2023,Townhouse,Phoenix,Average,2.58,7,6.3,45,2,2,1777,3341,1,2,1957,67,Yes,No,Excellent,Premium,Fair,Needs Replacement,,67,5,Spring,Rising,7.5,No,Yes,No,140,604704,No
PROP_00007228,06-05-2023,Single Family,Austin,Good,0.52,6,5.1,66,3,2.5,2554,20089,2,2,1953,71,Yes,No,Fair,Average,Fair,Good,2021,3,38,Spring,Stable,6.11,No,No,Yes,0,855288,Yes
PROP_00007229,02-02-2023,Townhouse,Austin,Premium,4.22,9,14.2,62,5,2.5,2870,1664,3,3,1993,31,No,No,Fair,Average,Old,Fair,,31,58,Spring,Declining,6.56,No,Yes,No,0,982183,Yes
PROP_00007230,20-09-2023,Single Family,Denver,Average,0.68,7,2.1,66,5,3,2792,2057,2,0,1971,53,No,Yes,Good,Good,New,Good,2004,20,2,Fall,Rising,6.89,No,No,No,0,898742,Yes
PROP_00007231,23-05-2023,Condo,Denver,Premium,4.14,7,13.1,38,6,3,3068,1000,1,0,2001,23,Yes,Yes,Good,Average,Fair,Fair,,23,56,Summer,Stable,6.27,No,Yes,Yes,301,1212844,Yes
